2708 5278
1393 1414 1
1393 1437 1
1393 1397 1
1395 1541 1
1399 1463 1
1401 2605 1
1401 1554 1
1405 1463 1
1406 1463 1
1407 1626 1
1407 1812 1
1408 1931 1
1408 1921 1
1409 2220 1
1409 2600 1
1409 2703 1
1409 1797 1
1411 2203 1
1412 1431 1
1415 1504 1
1415 1506 1
1415 1525 1
1417 1421 1
1418 2499 1
1419 1550 1
1422 1657 1
1423 2583 1
1424 1799 1
1424 1530 1
1425 1550 1
1427 1550 1
1428 1622 1
1428 2079 1
1428 2617 1
1428 2424 1
1428 2229 1
1428 2539 1
1428 2493 1
1428 1601 1
1428 2329 1
1429 1601 1
1430 1484 1
1432 1573 1
1437 1593 1
1441 1638 1
1441 1717 1
1442 1444 1
1442 1445 1
1443 1540 1
1447 1581 1
1447 1515 1
1448 1621 1
1450 1710 1
1451 1604 1
1455 1685 1
1455 1694 1
1456 1469 1
1457 1462 1
1458 1714 1
1459 2078 1
1459 2221 1
1459 1687 1
1459 2404 1
1459 1540 1
1461 1593 1
1462 1657 1
1463 1512 1
1464 1470 1
1466 1650 1
1469 1705 1
1469 1661 1
1471 1501 1
1471 1633 1
1473 1474 1
1474 1728 1
1475 1642 1
1478 2338 1
1479 2543 1
1479 2017 1
1480 1532 1
1481 1573 1
1482 1484 1
1483 1498 1
1483 2052 1
1483 2060 1
1484 1521 1
1484 1692 1
1484 1522 1
1484 1500 1
1486 1569 1
1487 1528 1
1487 1532 1
1488 1668 1
1488 1490 1
1491 1605 1
1492 1724 1
1493 1732 1
1498 1534 1
1498 2398 1
1498 2158 1
1498 2450 1
1500 2180 1
1503 1504 1
1503 1507 1
1503 1525 1
1504 1507 1
1504 1525 1
1504 1506 1
1505 2560 1
1506 1507 1
1506 1525 1
1508 1724 1
1510 2057 1
1512 1671 1
1512 1608 1
1513 1812 1
1515 1711 1
1515 1581 1
1517 1612 1
1518 1536 1
1520 1526 1
1520 1524 1
1520 1709 1
1524 1526 1
1527 2420 1
1527 1543 1
1527 2524 1
1527 2525 1
1527 2221 1
1527 2166 1
1527 2561 1
1527 2076 1
1527 1747 1
1527 2088 1
1527 1894 1
1530 2089 1
1533 1730 1
1534 1597 1
1534 1556 1
1535 1537 1
1536 1728 1
1536 2504 1
1537 1556 1
1538 1724 1
1539 2091 1
1545 1909 1
1545 1582 1
1549 1602 1
1550 1624 1
1550 1555 1
1552 1553 1
1552 1554 1
1553 1554 1
1557 1649 1
1557 1687 1
1558 2564 1
1559 1697 1
1559 2658 1
1559 1703 1
1559 1791 1
1559 1664 1
1559 1683 1
1560 2198 1
1562 1637 1
1564 1672 1
1566 1567 1
1569 1609 1
1569 1721 1
1569 1726 1
1569 1587 1
1569 1679 1
1569 1684 1
1570 1678 1
1571 2202 1
1572 1598 1
1573 1673 1
1573 2174 1
1576 1595 1
1577 1580 1
1578 1622 1
1578 1651 1
1580 1625 1
1581 1711 1
1582 1908 1
1582 1909 1
1582 2677 1
1582 2017 1
1583 2563 1
1583 2396 1
1584 1626 1
1584 2037 1
1584 2151 1
1588 2334 1
1591 1701 1
1592 1734 1
1595 1862 1
1595 1863 1
1595 1657 1
1595 1824 1
1595 1776 1
1595 2346 1
1595 1964 1
1595 2675 1
1599 1697 1
1601 1644 1
1601 2423 1
1603 2089 1
1606 2381 1
1608 2225 1
1613 1614 1
1613 1619 1
1614 1619 1
1615 1639 1
1618 2343 1
1619 1722 1
1619 1723 1
1626 1698 1
1626 1735 1
1631 2598 1
1631 2604 1
1631 2330 1
1631 2407 1
1632 1687 1
1635 1706 1
1636 2074 1
1636 1684 1
1640 2706 1
1643 1649 1
1644 1862 1
1644 1863 1
1644 2484 1
1644 2364 1
1644 1732 1
1644 2409 1
1644 2614 1
1644 2616 1
1644 2423 1
1644 1964 1
1647 2586 1
1647 2615 1
1647 2074 1
1647 1684 1
1647 1908 1
1649 1687 1
1652 1659 1
1656 2357 1
1656 1822 1
1656 1710 1
1663 1756 1
1663 2504 1
1664 1697 1
1667 1697 1
1668 2378 1
1668 1910 1
1668 2535 1
1674 1680 1
1679 1726 1
1681 1682 1
1683 1697 1
1684 1726 1
1686 2426 1
1686 2282 1
1689 1738 1
1690 1736 1
1696 1769 1
1696 1943 1
1696 1872 1
1696 1971 1
1696 2330 1
1696 2250 1
1696 2175 1
1696 1771 1
1697 1703 1
1698 2597 1
1699 2656 1
1705 2356 1
1713 1870 1
1713 1978 1
1713 1982 1
1713 1991 1
1713 1992 1
1713 2153 1
1713 1716 1
1713 2002 1
1713 2510 1
1715 1734 1
1716 2153 1
1716 1982 1
1716 1991 1
1718 2582 1
1718 2413 1
1718 2414 1
1718 1867 1
1718 2138 1
1719 2175 1
1719 2261 1
1719 1911 1
1719 2363 1
1722 1723 1
1728 1775 1
1732 2225 1
1732 2423 1
1736 1737 1
1741 1841 1
1742 2456 1
1743 2192 1
1744 2041 1
1745 2175 1
1745 2641 1
1746 1948 1
1747 2559 1
1747 2160 1
1747 2434 1
1748 2182 1
1749 2164 1
1750 2106 1
1751 2691 1
1752 2706 1
1753 2268 1
1754 1867 1
1754 1869 1
1755 2432 1
1756 2603 1
1756 2613 1
1757 2341 1
1757 2221 1
1757 1842 1
1758 2412 1
1759 2697 1
1759 2698 1
1759 2288 1
1760 1879 1
1761 2208 1
1762 2495 1
1762 2694 1
1763 2611 1
1764 1938 1
1764 1770 1
1765 1938 1
1765 1770 1
1766 1810 1
1767 2257 1
1768 2257 1
1769 2330 1
1770 1938 1
1771 1775 1
1771 1872 1
1772 2307 1
1772 2351 1
1773 2545 1
1774 1891 1
1774 1968 1
1774 2619 1
1775 2116 1
1775 2082 1
1775 1793 1
1775 1795 1
1776 2543 1
1777 2064 1
1777 1802 1
1778 2024 1
1779 2007 1
1780 2007 1
1781 2663 1
1781 1819 1
1782 2328 1
1783 2348 1
1784 2688 1
1784 2705 1
1784 2199 1
1785 2564 1
1786 2207 1
1787 2499 1
1787 2676 1
1788 2178 1
1788 2181 1
1788 1795 1
1789 2469 1
1790 2334 1
1791 1859 1
1792 2067 1
1793 2178 1
1793 2181 1
1793 1795 1
1793 2082 1
1794 2545 1
1794 2178 1
1794 1795 1
1795 2178 1
1795 2181 1
1795 2545 1
1795 2082 1
1796 2001 1
1796 1917 1
1797 2200 1
1798 2120 1
1799 2205 1
1800 1994 1
1800 1995 1
1800 1907 1
1800 1901 1
1800 2016 1
1801 1814 1
1801 1821 1
1802 2064 1
1803 1913 1
1804 2289 1
1804 1805 1
1805 2289 1
1806 2570 1
1806 2279 1
1807 2490 1
1808 2210 1
1809 2585 1
1809 2071 1
1811 2410 1
1812 2364 1
1813 2393 1
1813 1818 1
1815 2670 1
1815 2671 1
1816 2485 1
1816 1934 1
1817 2464 1
1818 2073 1
1818 2029 1
1819 2580 1
1820 2383 1
1820 2569 1
1822 2662 1
1823 2487 1
1823 2580 1
1824 2675 1
1824 2006 1
1825 1966 1
1826 2630 1
1827 1962 1
1827 2083 1
1827 2224 1
1827 2110 1
1828 2014 1
1828 2018 1
1829 2421 1
1830 2585 1
1830 2466 1
1831 1832 1
1831 1836 1
1832 2334 1
1832 1836 1
1833 2367 1
1834 1905 1
1835 2182 1
1835 2011 1
1836 2334 1
1837 2132 1
1838 2380 1
1838 1908 1
1838 2514 1
1839 2688 1
1839 2705 1
1840 2688 1
1840 2705 1
1842 2341 1
1843 2626 1
1844 1979 1
1844 1845 1
1845 1979 1
1846 2537 1
1846 1927 1
1846 1847 1
1847 1927 1
1848 2483 1
1849 2163 1
1850 2554 1
1851 1896 1
1852 2592 1
1853 2320 1
1853 1861 1
1854 2122 1
1854 1976 1
1854 2048 1
1854 2645 1
1854 2299 1
1854 2482 1
1854 1855 1
1854 1864 1
1855 2122 1
1855 2482 1
1855 1864 1
1855 2299 1
1855 2075 1
1856 2421 1
1857 2681 1
1857 2540 1
1857 2020 1
1858 2528 1
1858 2481 1
1860 2658 1
1860 2428 1
1860 2430 1
1862 2675 1
1862 1863 1
1862 1964 1
1863 1964 1
1864 2276 1
1864 2122 1
1865 2107 1
1866 2272 1
1868 2421 1
1869 2409 1
1870 2362 1
1871 2499 1
1873 1998 1
1874 1920 1
1875 1891 1
1875 2439 1
1875 2553 1
1876 2634 1
1877 2215 1
1878 2624 1
1878 2571 1
1879 2355 1
1880 2302 1
1881 2449 1
1881 2450 1
1882 1989 1
1883 2177 1
1884 1886 1
1884 1902 1
1884 1885 1
1885 1886 1
1885 1902 1
1886 1902 1
1887 2258 1
1887 1902 1
1888 2427 1
1889 2586 1
1889 2648 1
1890 2039 1
1892 2131 1
1893 1895 1
1893 1908 1
1894 2144 1
1894 2524 1
1896 2393 1
1897 2146 1
1897 2182 1
1898 2108 1
1898 2140 1
1899 2292 1
1900 2492 1
1901 2301 1
1903 2612 1
1904 2556 1
1906 2421 1
1907 1995 1
1907 2301 1
1908 2514 1
1908 2561 1
1909 2677 1
1910 2159 1
1910 2416 1
1910 2506 1
1910 2242 1
1910 2375 1
1910 2488 1
1910 2366 1
1910 2575 1
1910 2081 1
1910 2661 1
1911 2087 1
1911 2206 1
1912 1932 1
1914 2176 1
1915 2497 1
1915 1981 1
1916 2400 1
1917 2334 1
1918 2329 1
1919 2426 1
1919 2431 1
1921 1931 1
1921 2402 1
1922 2026 1
1923 2227 1
1923 1928 1
1923 2114 1
1924 2327 1
1924 2040 1
1925 2133 1
1925 2206 1
1925 2392 1
1926 1941 1
1927 2537 1
1928 2570 1
1928 2114 1
1928 2124 1
1929 2349 1
1930 2512 1
1931 2277 1
1931 2402 1
1931 2624 1
1932 2024 1
1933 2660 1
1934 2463 1
1935 2499 1
1935 2340 1
1936 1943 1
1937 2293 1
1939 2307 1
1940 2220 1
1940 2175 1
1940 2250 1
1942 2573 1
1944 2091 1
1945 1993 1
1946 2516 1
1947 2557 1
1949 1960 1
1950 2220 1
1950 2226 1
1951 2303 1
1952 2393 1
1952 2396 1
1952 2029 1
1953 2107 1
1954 2183 1
1954 2222 1
1954 2150 1
1955 2149 1
1955 2190 1
1955 2194 1
1956 2527 1
1956 2649 1
1957 2536 1
1958 2220 1
1958 2226 1
1959 2259 1
1961 2527 1
1961 2100 1
1962 2509 1
1963 2195 1
1964 2675 1
1965 2089 1
1967 2346 1
1968 2619 1
1969 2309 1
1969 2363 1
1969 2051 1
1969 2200 1
1970 2486 1
1971 2211 1
1972 2620 1
1973 2451 1
1974 2227 1
1975 2655 1
1975 2689 1
1975 2408 1
1977 2153 1
1977 2510 1
1977 2219 1
1977 2318 1
1978 2510 1
1980 2457 1
1980 2202 1
1981 2491 1
1982 2153 1
1983 2078 1
1984 2206 1
1984 2379 1
1985 2065 1
1986 2338 1
1986 2462 1
1987 2607 1
1988 2401 1
1990 2093 1
1991 2510 1
1992 2153 1
1993 2546 1
1994 2097 1
1994 2241 1
1994 1995 1
1995 2097 1
1996 1997 1
1999 2515 1
1999 2003 1
2000 2115 1
2002 2153 1
2002 2510 1
2003 2515 1
2004 2360 1
2004 2040 1
2005 2345 1
2008 2153 1
2008 2219 1
2008 2022 1
2009 2534 1
2010 2447 1
2011 2633 1
2011 2182 1
2012 2135 1
2013 2382 1
2014 2018 1
2015 2092 1
2015 2327 1
2015 2034 1
2017 2677 1
2019 2147 1
2021 2428 1
2021 2218 1
2022 2153 1
2022 2219 1
2023 2135 1
2025 2693 1
2025 2377 1
2025 2153 1
2026 2552 1
2027 2409 1
2028 2653 1
2029 2393 1
2030 2128 1
2030 2130 1
2030 2131 1
2030 2077 1
2030 2659 1
2030 2316 1
2031 2171 1
2032 2171 1
2033 2622 1
2034 2327 1
2035 2303 1
2036 2696 1
2037 2151 1
2038 2692 1
2039 2254 1
2040 2360 1
2042 2428 1
2043 2270 1
2044 2683 1
2045 2550 1
2046 2107 1
2047 2111 1
2049 2218 1
2049 2410 1
2049 2306 1
2050 2378 1
2052 2062 1
2053 2685 1
2053 2054 1
2053 2690 1
2054 2685 1
2055 2352 1
2056 2095 1
2057 2465 1
2057 2695 1
2057 2215 1
2058 2232 1
2059 2651 1
2060 2062 1
2061 2062 1
2062 2066 1
2063 2494 1
2065 2086 1
2066 2674 1
2068 2228 1
2069 2434 1
2070 2602 1
2070 2640 1
2072 2227 1
2074 2607 1
2074 2615 1
2076 2559 1
2078 2474 1
2078 2406 1
2079 2609 1
2080 2609 1
2080 2329 1
2081 2159 1
2081 2366 1
2082 2545 1
2082 2178 1
2083 2511 1
2084 2615 1
2085 2228 1
2087 2175 1
2087 2261 1
2088 2524 1
2088 2525 1
2088 2167 1
2090 2530 1
2091 2617 1
2091 2438 1
2094 2164 1
2095 2230 1
2096 2142 1
2098 2156 1
2098 2099 1
2100 2527 1
2101 2470 1
2102 2664 1
2103 2334 1
2104 2302 1
2105 2621 1
2106 2649 1
2107 2574 1
2107 2571 1
2107 2496 1
2108 2140 1
2109 2185 1
2111 2302 1
2112 2572 1
2113 2586 1
2113 2623 1
2114 2124 1
2116 2125 1
2117 2639 1
2118 2442 1
2119 2154 1
2121 2212 1
2123 2482 1
2126 2426 1
2126 2339 1
2126 2213 1
2126 2591 1
2127 2338 1
2128 2479 1
2129 2454 1
2131 2319 1
2133 2199 1
2133 2206 1
2134 2644 1
2135 2333 1
2135 2583 1
2136 2148 1
2137 2508 1
2138 2285 1
2139 2220 1
2139 2226 1
2140 2292 1
2141 2511 1
2141 2418 1
2143 2181 1
2145 2408 1
2146 2182 1
2147 2498 1
2147 2499 1
2149 2188 1
2149 2190 1
2149 2194 1
2150 2183 1
2150 2179 1
2150 2305 1
2150 2222 1
2151 2342 1
2152 2429 1
2153 2699 1
2153 2219 1
2153 2318 1
2155 2467 1
2157 2565 1
2158 2449 1
2159 2661 1
2160 2434 1
2161 2167 1
2162 2586 1
2162 2599 1
2164 2521 1
2165 2363 1
2165 2193 1
2166 2524 1
2166 2167 1
2168 2350 1
2169 2420 1
2170 2237 1
2172 2692 1
2173 2204 1
2174 2687 1
2175 2361 1
2175 2249 1
2175 2250 1
2175 2206 1
2175 2259 1
2176 2535 1
2178 2545 1
2178 2582 1
2178 2181 1
2179 2183 1
2180 2577 1
2182 2633 1
2183 2305 1
2184 2398 1
2186 2321 1
2187 2314 1
2187 2321 1
2188 2189 1
2188 2190 1
2188 2194 1
2189 2190 1
2189 2365 1
2189 2194 1
2190 2365 1
2190 2194 1
2191 2275 1
2196 2267 1
2197 2342 1
2198 2537 1
2198 2695 1
2200 2703 1
2201 2233 1
2202 2638 1
2203 2397 1
2203 2405 1
2206 2261 1
2206 2379 1
2208 2234 1
2208 2235 1
2208 2313 1
2209 2689 1
2213 2253 1
2213 2290 1
2213 2539 1
2214 2223 1
2215 2650 1
2216 2361 1
2216 2688 1
2216 2705 1
2217 2282 1
2218 2337 1
2220 2478 1
2220 2600 1
2220 2563 1
2220 2226 1
2220 2252 1
2221 2404 1
2225 2423 1
2226 2478 1
2227 2390 1
2229 2663 1
2231 2635 1
2236 2542 1
2236 2435 1
2236 2262 1
2237 2274 1
2238 2271 1
2239 2507 1
2239 2513 1
2239 2413 1
2239 2414 1
2240 2466 1
2242 2458 1
2242 2661 1
2243 2244 1
2243 2245 1
2245 2471 1
2246 2475 1
2246 2356 1
2247 2701 1
2247 2263 1
2248 2296 1
2249 2271 1
2250 2271 1
2251 2296 1
2252 2271 1
2252 2277 1
2253 2591 1
2254 2347 1
2255 2412 1
2256 2597 1
2257 2444 1
2259 2271 1
2259 2261 1
2260 2501 1
2262 2542 1
2262 2435 1
2263 2701 1
2264 2519 1
2265 2347 1
2266 2421 1
2268 2445 1
2268 2275 1
2269 2277 1
2273 2360 1
2275 2445 1
2275 2522 1
2277 2624 1
2278 2284 1
2279 2579 1
2280 2286 1
2281 2429 1
2282 2426 1
2283 2284 1
2285 2311 1
2287 2315 1
2288 2697 1
2290 2291 1
2294 2380 1
2294 2529 1
2295 2667 1
2297 2304 1
2298 2518 1
2300 2636 1
2301 2588 1
2306 2594 1
2308 2652 1
2310 2583 1
2310 2607 1
2311 2448 1
2312 2587 1
2316 2659 1
2317 2429 1
2317 2624 1
2319 2479 1
2320 2511 1
2321 2370 1
2322 2498 1
2322 2499 1
2322 2500 1
2323 2419 1
2324 2326 1
2325 2538 1
2329 2589 1
2330 2598 1
2330 2604 1
2331 2694 1
2332 2334 1
2333 2583 1
2334 2353 1
2335 2378 1
2336 2579 1
2337 2606 1
2337 2610 1
2338 2677 1
2338 2443 1
2341 2425 1
2342 2593 1
2342 2577 1
2343 2443 1
2344 2707 1
2345 2511 1
2345 2418 1
2348 2682 1
2354 2360 1
2354 2455 1
2357 2499 1
2358 2503 1
2359 2520 1
2362 2510 1
2365 2668 1
2366 2506 1
2366 2575 1
2366 2458 1
2367 2577 1
2368 2642 1
2369 2607 1
2371 2489 1
2372 2398 1
2372 2489 1
2373 2507 1
2373 2413 1
2373 2414 1
2373 2374 1
2374 2507 1
2374 2513 1
2375 2416 1
2375 2661 1
2376 2499 1
2376 2500 1
2376 2422 1
2380 2514 1
2380 2561 1
2381 2667 1
2384 2460 1
2385 2499 1
2385 2676 1
2386 2387 1
2388 2575 1
2389 2421 1
2391 2427 1
2391 2548 1
2394 2427 1
2395 2665 1
2396 2563 1
2397 2405 1
2398 2399 1
2399 2626 1
2403 2581 1
2407 2704 1
2409 2672 1
2409 2543 1
2411 2666 1
2415 2530 1
2416 2506 1
2417 2532 1
2418 2511 1
2421 2654 1
2421 2590 1
2422 2499 1
2422 2500 1
2423 2627 1
2423 2657 1
2424 2589 1
2425 2474 1
2426 2493 1
2426 2431 1
2427 2548 1
2427 2591 1
2429 2624 1
2429 2667 1
2430 2647 1
2431 2591 1
2433 2437 1
2436 2649 1
2440 2543 1
2441 2585 1
2446 2451 1
2448 2526 1
2449 2450 1
2452 2595 1
2453 2666 1
2458 2506 1
2459 2606 1
2461 2492 1
2467 2468 1
2470 2643 1
2470 2646 1
2472 2476 1
2473 2551 1
2477 2678 1
2480 2485 1
2482 2645 1
2484 2614 1
2484 2616 1
2486 2586 1
2492 2547 1
2495 2694 1
2496 2571 1
2498 2567 1
2498 2500 1
2498 2499 1
2499 2505 1
2499 2500 1
2502 2605 1
2504 2667 1
2506 2575 1
2506 2661 1
2508 2577 1
2509 2618 1
2514 2558 1
2517 2533 1
2521 2529 1
2523 2684 1
2531 2566 1
2536 2629 1
2541 2673 1
2543 2674 1
2544 2568 1
2549 2608 1
2555 2560 1
2562 2595 1
2576 2678 1
2578 2679 1
2584 2632 1
2596 2669 1
2596 2680 1
2596 2686 1
2601 2631 1
2606 2662 1
2606 2611 1
2612 2625 1
2614 2616 1
2624 2702 1
2626 2656 1
2628 2629 1
2637 2652 1
2643 2646 1
2647 2658 1
2695 2696 1
2697 2700 1
2697 2698 1
2698 2700 1
